InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,LineItemTotal
536027,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.0,2023-06-26 16:53:26,2.44,12485,4.88
536027,22748,POPPY'S PLAYHOUSE KITCHEN,4.0,2023-06-26 16:53:26,2.16,12485,8.64
536027,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.0,2023-06-26 16:53:26,2.51,12485,5.02
536027,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1.0,2023-06-26 16:53:26,4.29,12485,4.29
536027,71053,WHITE METAL LANTERN,3.0,2023-06-26 16:53:26,3.26,12485,9.78
536028,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6.0,2023-05-15 04:26:03,4.04,12972,24.24
536028,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1.0,2023-05-15 04:26:03,2.52,12972,2.52
536030,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4.0,2023-08-26 04:01:49,3.34,12543,13.36
536031,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1.0,2023-09-03 15:26:14,2.45,12906,2.45
536031,22749,POPPY'S PLAYHOUSE LIVINGROOM,4.0,2023-09-03 15:26:14,2.06,12906,8.24
536031,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-09-03 15:26:14,3.4,12906,3.4
536031,47566,PARTY BUNTING,2.0,2023-09-03 15:26:14,4.7,12906,9.4
536032,22633,HAND WARMER UNION JACK,3.0,2023-02-28 19:29:34,1.77,13034,5.31
536032,20728,LUNCH BAG CARS BLUE,1.0,2023-02-28 19:29:34,1.7,13034,1.7
536032,84879,ASSORTED COLOUR BIRD ORNAMENT,3.0,2023-02-28 19:29:34,1.69,13034,5.07
536033,84879,ASSORTED COLOUR BIRD ORNAMENT,1.0,2023-06-22 06:59:50,1.75,12704,1.75
536033,22384,LUNCH BAG PINK POLKADOT,2.0,2023-06-22 06:59:50,1.69,12704,3.38
536033,20727,LUNCH BAG BLACK SKULL.,4.0,2023-06-22 06:59:50,1.61,12704,6.44
536033,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1.0,2023-06-22 06:59:50,4.31,12704,4.31
536034,20726,LUNCH BAG WOODLAND,2.0,2023-11-30 17:41:01,1.7,12346,3.4
536034,71053,WHITE METAL LANTERN,1.0,2023-11-30 17:41:01,3.42,12346,3.42
536034,22382,LUNCH BAG SPACEBOY DESIGN,6.0,2023-11-30 17:41:01,1.62,12346,9.72
536034,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-11-30 17:41:01,3.31,12346,3.31
536034,22384,LUNCH BAG PINK POLKADOT,2.0,2023-11-30 17:41:01,1.61,12346,3.22
536035,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2023-06-12 00:36:03,2.58,12821,7.74
536038,85099F,JUMBO BAG STRAWBERRY,6.0,2023-04-27 14:06:37,1.94,12824,11.64
536038,84879,ASSORTED COLOUR BIRD ORNAMENT,2.0,2023-04-27 14:06:37,1.71,12824,3.42
536038,20728,LUNCH BAG CARS BLUE,3.0,2023-04-27 14:06:37,1.6,12824,4.8
536039,22384,LUNCH BAG PINK POLKADOT,6.0,2023-09-05 22:30:47,1.63,12500,9.78
536039,22749,POPPY'S PLAYHOUSE LIVINGROOM,1.0,2023-09-05 22:30:47,2.02,12500,2.02
536039,47566,PARTY BUNTING,2.0,2023-09-05 22:30:47,4.64,12500,9.28
536040,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1.0,2023-07-19 07:42:19,2.54,12502,2.54
536040,22632,HAND WARMER RED POLKA DOT,1.0,2023-07-19 07:42:19,1.89,12502,1.89
536040,22384,LUNCH BAG PINK POLKADOT,2.0,2023-07-19 07:42:19,1.69,12502,3.38
536040,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-07-19 07:42:19,3.38,12502,3.38
536043,20726,LUNCH BAG WOODLAND,4.0,2023-05-11 18:57:47,1.66,12799,6.64
536043,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.0,2023-05-11 18:57:47,2.66,12799,5.32
536043,84406B,CREAM CUPID HEARTS COAT HANGER,2.0,2023-05-11 18:57:47,2.8,12799,5.6
536043,84879,ASSORTED COLOUR BIRD ORNAMENT,1.0,2023-05-11 18:57:47,1.76,12799,1.76
536043,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3.0,2023-05-11 18:57:47,4.15,12799,12.45
536044,22745,POPPY'S PLAYHOUSE BEDROOM,3.0,2023-08-29 11:47:50,2.16,12543,6.48
536044,47566,PARTY BUNTING,1.0,2023-08-29 11:47:50,4.85,12543,4.85
536044,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2023-08-29 11:47:50,2.44,12543,7.32
536046,22748,POPPY'S PLAYHOUSE KITCHEN,1.0,2023-06-19 19:09:41,2.12,12791,2.12
536046,22382,LUNCH BAG SPACEBOY DESIGN,1.0,2023-06-19 19:09:41,1.67,12791,1.67
536046,84879,ASSORTED COLOUR BIRD ORNAMENT,2.0,2023-06-19 19:09:41,1.64,12791,3.28
536046,71053,WHITE METAL LANTERN,3.0,2023-06-19 19:09:41,3.51,12791,10.53
536047,22749,POPPY'S PLAYHOUSE LIVINGROOM,1.0,2023-04-10 07:44:57,2.09,12619,2.09
536048,84879,ASSORTED COLOUR BIRD ORNAMENT,1.0,2023-09-22 07:50:34,1.74,12398,1.74
536048,22310,IVORY KNITTED MUG COSY,4.0,2023-09-22 07:50:34,1.67,12398,6.68
536048,85099F,JUMBO BAG STRAWBERRY,4.0,2023-09-22 07:50:34,1.96,12398,7.84
536049,22633,HAND WARMER UNION JACK,2.0,2023-09-10 08:21:34,1.91,12396,3.82
536049,22310,IVORY KNITTED MUG COSY,6.0,2023-09-10 08:21:34,1.57,12396,9.42
536049,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4.0,2023-09-10 08:21:34,2.04,12396,8.16
536050,22745,POPPY'S PLAYHOUSE BEDROOM,2.0,2023-02-10 17:09:26,2.17,12877,4.34
536050,20728,LUNCH BAG CARS BLUE,3.0,2023-02-10 17:09:26,1.63,12877,4.89
536050,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.0,2023-02-10 17:09:26,2.43,12877,4.86
536051,22383,LUNCH BAG SUKI DESIGN,1.0,2023-04-05 00:59:51,1.64,12877,1.64
536051,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1.0,2023-04-05 00:59:51,2.55,12877,2.55
536051,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3.0,2023-04-05 00:59:51,2.51,12877,7.53
536051,20728,LUNCH BAG CARS BLUE,3.0,2023-04-05 00:59:51,1.66,12877,4.98
536051,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3.0,2023-04-05 00:59:51,2.04,12877,6.12
536052,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1.0,2023-07-26 03:03:43,4.38,12516,4.38
536053,22632,HAND WARMER RED POLKA DOT,2.0,2023-06-05 03:03:59,1.82,13109,3.64
536053,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2.0,2023-06-05 03:03:59,4.18,13109,8.36
536053,22384,LUNCH BAG PINK POLKADOT,2.0,2023-06-05 03:03:59,1.67,13109,3.34
536053,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2023-06-05 03:03:59,2.53,13109,7.59
536053,22386,JUMBO BAG PINK POLKADOT,1.0,2023-06-05 03:03:59,1.91,13109,1.91
536054,85099B,JUMBO BAG RED RETROSPOT,2.0,2023-08-11 06:25:48,1.96,13128,3.92
536054,20726,LUNCH BAG WOODLAND,3.0,2023-08-11 06:25:48,1.66,13128,4.98
536054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2023-08-11 06:25:48,2.56,13128,7.68
536054,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1.0,2023-08-11 06:25:48,4.09,13128,4.09
536054,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3.0,2023-08-11 06:25:48,3.54,13128,10.62
536056,20726,LUNCH BAG WOODLAND,2.0,2023-07-18 04:27:38,1.59,12586,3.18
536056,71053,WHITE METAL LANTERN,2.0,2023-07-18 04:27:38,3.49,12586,6.98
536057,22382,LUNCH BAG SPACEBOY DESIGN,1.0,2023-01-29 16:32:34,1.58,12572,1.58
536058,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1.0,2023-10-21 23:23:36,4.04,12955,4.04
536058,22310,IVORY KNITTED MUG COSY,3.0,2023-10-21 23:23:36,1.59,12955,4.77
536061,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2023-11-27 16:56:38,2.6,12357,7.8
536061,22310,IVORY KNITTED MUG COSY,1.0,2023-11-27 16:56:38,1.65,12357,1.65
536061,20725,LUNCH BAG RED RETROSPOT,4.0,2023-11-27 16:56:38,1.66,12357,6.64
536061,84029E,RED WOOLLY HOTTIE WHITE HEART.,4.0,2023-11-27 16:56:38,3.49,12357,13.96
536061,22386,JUMBO BAG PINK POLKADOT,4.0,2023-11-27 16:56:38,1.88,12357,7.52
536061,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3.0,2023-11-27 16:56:38,4.11,12357,12.33
536062,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3.0,2023-08-18 05:02:34,4.15,13026,12.45
536062,85099F,JUMBO BAG STRAWBERRY,3.0,2023-08-18 05:02:34,1.97,13026,5.91
536064,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1.0,2023-06-23 07:28:15,4.43,12393,4.43
536064,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1.0,2023-06-23 07:28:15,2.48,12393,2.48
536065,22310,IVORY KNITTED MUG COSY,3.0,2023-10-03 21:22:35,1.67,12877,5.01
536065,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6.0,2023-10-03 21:22:35,2.02,12877,12.12
536065,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1.0,2023-10-03 21:22:35,2.45,12877,2.45
536066,22382,LUNCH BAG SPACEBOY DESIGN,2.0,2023-07-01 03:15:30,1.72,12877,3.44
536066,71053,WHITE METAL LANTERN,2.0,2023-07-01 03:15:30,3.55,12877,7.1
536066,22748,POPPY'S PLAYHOUSE KITCHEN,1.0,2023-07-01 03:15:30,2.03,12877,2.03
536066,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2023-07-01 03:15:30,2.43,12877,7.29
536067,20728,LUNCH BAG CARS BLUE,3.0,2023-05-14 20:55:53,1.57,12736,4.71
536067,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2.0,2023-05-14 20:55:53,3.54,12736,7.08
536067,22749,POPPY'S PLAYHOUSE LIVINGROOM,2.0,2023-05-14 20:55:53,2.13,12736,4.26
536067,20727,LUNCH BAG BLACK SKULL.,3.0,2023-05-14 20:55:53,1.59,12736,4.77
536067,21931,JUMBO STORAGE BAG SUKI,1.0,2023-05-14 20:55:53,1.93,12736,1.93
536067,20726,LUNCH BAG WOODLAND,6.0,2023-05-14 20:55:53,1.7,12736,10.2
536068,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1.0,2023-09-20 03:32:58,4.04,12877,4.04
536068,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4.0,2023-09-20 03:32:58,4.36,12877,17.44
536068,22386,JUMBO BAG PINK POLKADOT,2.0,2023-09-20 03:32:58,1.87,12877,3.74
536068,22745,POPPY'S PLAYHOUSE BEDROOM,6.0,2023-09-20 03:32:58,2.06,12877,12.36
536069,22745,POPPY'S PLAYHOUSE BEDROOM,1.0,2023-10-29 18:06:23,2.07,12878,2.07
536069,22749,POPPY'S PLAYHOUSE LIVINGROOM,2.0,2023-10-29 18:06:23,2.02,12878,4.04
536069,22384,LUNCH BAG PINK POLKADOT,1.0,2023-10-29 18:06:23,1.66,12878,1.66
536069,84029E,RED WOOLLY HOTTIE WHITE HEART.,2.0,2023-10-29 18:06:23,3.23,12878,6.46
536069,47566,PARTY BUNTING,2.0,2023-10-29 18:06:23,4.53,12878,9.06
536070,20726,LUNCH BAG WOODLAND,1.0,2023-09-14 07:14:21,1.59,12380,1.59
536070,22633,HAND WARMER UNION JACK,1.0,2023-09-14 07:14:21,1.84,12380,1.84
536071,22749,POPPY'S PLAYHOUSE LIVINGROOM,3.0,2023-05-29 14:04:59,2.06,12602,6.18
536071,22633,HAND WARMER UNION JACK,1.0,2023-05-29 14:04:59,1.84,12602,1.84
536071,20725,LUNCH BAG RED RETROSPOT,1.0,2023-05-29 14:04:59,1.72,12602,1.72
536072,85099B,JUMBO BAG RED RETROSPOT,4.0,2023-05-22 10:38:34,1.88,12877,7.52
536074,22310,IVORY KNITTED MUG COSY,2.0,2023-07-04 05:00:04,1.59,12604,3.18
536074,22632,HAND WARMER RED POLKA DOT,1.0,2023-07-04 05:00:04,1.79,12604,1.79
536075,22386,JUMBO BAG PINK POLKADOT,1.0,2023-07-19 12:24:41,1.89,13053,1.89
536075,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4.0,2023-07-19 12:24:41,2.46,13053,9.84
536075,20727,LUNCH BAG BLACK SKULL.,3.0,2023-07-19 12:24:41,1.7,13053,5.1
536075,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1.0,2023-07-19 12:24:41,1.94,13053,1.94
536075,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1.0,2023-07-19 12:24:41,2.65,13053,2.65
536076,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2.0,2023-11-07 01:33:06,3.49,12821,6.98
536076,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-11-07 01:33:06,3.36,12821,3.36
536076,47566,PARTY BUNTING,2.0,2023-11-07 01:33:06,4.75,12821,9.5
536076,22633,HAND WARMER UNION JACK,6.0,2023-11-07 01:33:06,1.86,12821,11.16
536076,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2.0,2023-11-07 01:33:06,2.01,12821,4.02
536076,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1.0,2023-11-07 01:33:06,4.43,12821,4.43
536078,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1.0,2023-07-30 20:24:42,4.09,12877,4.09
536078,22632,HAND WARMER RED POLKA DOT,6.0,2023-07-30 20:24:42,1.9,12877,11.4
536078,84406B,CREAM CUPID HEARTS COAT HANGER,1.0,2023-07-30 20:24:42,2.65,12877,2.65
536078,22386,JUMBO BAG PINK POLKADOT,2.0,2023-07-30 20:24:42,1.92,12877,3.84
536079,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2.0,2023-11-20 16:18:44,4.05,12877,8.1
536079,84029E,RED WOOLLY HOTTIE WHITE HEART.,2.0,2023-11-20 16:18:44,3.26,12877,6.52
536079,20725,LUNCH BAG RED RETROSPOT,6.0,2023-11-20 16:18:44,1.71,12877,10.26
536080,22384,LUNCH BAG PINK POLKADOT,1.0,2023-07-15 13:16:04,1.71,12877,1.71
536080,84879,ASSORTED COLOUR BIRD ORNAMENT,1.0,2023-07-15 13:16:04,1.63,12877,1.63
536080,84406B,CREAM CUPID HEARTS COAT HANGER,4.0,2023-07-15 13:16:04,2.84,12877,11.36
536080,22745,POPPY'S PLAYHOUSE BEDROOM,2.0,2023-07-15 13:16:04,2.08,12877,4.16
536081,21931,JUMBO STORAGE BAG SUKI,3.0,2023-09-25 03:12:08,1.91,12496,5.73
536081,47566,PARTY BUNTING,4.0,2023-09-25 03:12:08,4.52,12496,18.08
536081,22310,IVORY KNITTED MUG COSY,2.0,2023-09-25 03:12:08,1.62,12496,3.24
536082,20726,LUNCH BAG WOODLAND,3.0,2023-10-06 08:27:55,1.73,12881,5.19
536082,22749,POPPY'S PLAYHOUSE LIVINGROOM,1.0,2023-10-06 08:27:55,2.13,12881,2.13
536082,84029E,RED WOOLLY HOTTIE WHITE HEART.,3.0,2023-10-06 08:27:55,3.35,12881,10.05
536083,22748,POPPY'S PLAYHOUSE KITCHEN,1.0,2023-05-31 08:08:36,2.02,12900,2.02
536083,22386,JUMBO BAG PINK POLKADOT,1.0,2023-05-31 08:08:36,1.98,12900,1.98
536083,22383,LUNCH BAG SUKI DESIGN,3.0,2023-05-31 08:08:36,1.6,12900,4.8
536083,22632,HAND WARMER RED POLKA DOT,2.0,2023-05-31 08:08:36,1.78,12900,3.56
536083,22633,HAND WARMER UNION JACK,1.0,2023-05-31 08:08:36,1.88,12900,1.88
536083,20726,LUNCH BAG WOODLAND,1.0,2023-05-31 08:08:36,1.71,12900,1.71
536084,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1.0,2023-12-04 10:17:48,2.44,13017,2.44
536085,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2.0,2023-10-29 12:14:13,4.24,12624,8.48
536085,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4.0,2023-10-29 12:14:13,2.62,12624,10.48
536085,22382,LUNCH BAG SPACEBOY DESIGN,4.0,2023-10-29 12:14:13,1.63,12624,6.52
536086,20728,LUNCH BAG CARS BLUE,2.0,2023-10-20 16:23:42,1.66,12357,3.32
536086,22310,IVORY KNITTED MUG COSY,2.0,2023-10-20 16:23:42,1.73,12357,3.46
536086,22745,POPPY'S PLAYHOUSE BEDROOM,4.0,2023-10-20 16:23:42,2.03,12357,8.12
536086,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2023-10-20 16:23:42,2.43,12357,7.29
536086,71053,WHITE METAL LANTERN,1.0,2023-10-20 16:23:42,3.45,12357,3.45
536087,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.0,2023-07-18 02:57:02,2.61,12877,5.22
536087,22633,HAND WARMER UNION JACK,1.0,2023-07-18 02:57:02,1.91,12877,1.91
536087,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3.0,2023-07-18 02:57:02,3.4,12877,10.2
536087,22383,LUNCH BAG SUKI DESIGN,2.0,2023-07-18 02:57:02,1.67,12877,3.34
536087,85099F,JUMBO BAG STRAWBERRY,1.0,2023-07-18 02:57:02,2.0,12877,2.0
536088,22632,HAND WARMER RED POLKA DOT,1.0,2023-05-22 20:06:20,1.78,12357,1.78
536088,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-05-22 20:06:20,3.24,12357,3.24
536088,20726,LUNCH BAG WOODLAND,1.0,2023-05-22 20:06:20,1.64,12357,1.64
536088,20727,LUNCH BAG BLACK SKULL.,1.0,2023-05-22 20:06:20,1.62,12357,1.62
536089,22310,IVORY KNITTED MUG COSY,3.0,2023-12-02 09:06:19,1.57,12877,4.71
536089,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3.0,2023-12-02 09:06:19,4.4,12877,13.2
536089,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1.0,2023-12-02 09:06:19,3.33,12877,3.33
536089,22745,POPPY'S PLAYHOUSE BEDROOM,3.0,2023-12-02 09:06:19,2.16,12877,6.48
536089,84406B,CREAM CUPID HEARTS COAT HANGER,4.0,2023-12-02 09:06:19,2.81,12877,11.24
536091,22745,POPPY'S PLAYHOUSE BEDROOM,6.0,2023-03-02 21:57:31,2.16,12573,12.96
536091,84879,ASSORTED COLOUR BIRD ORNAMENT,6.0,2023-03-02 21:57:31,1.75,12573,10.5
536091,22749,POPPY'S PLAYHOUSE LIVINGROOM,1.0,2023-03-02 21:57:31,2.04,12573,2.04
536092,22748,POPPY'S PLAYHOUSE KITCHEN,2.0,2023-08-25 05:52:59,2.1,12659,4.2
536092,21931,JUMBO STORAGE BAG SUKI,2.0,2023-08-25 05:52:59,2.03,12659,4.06
536093,85099F,JUMBO BAG STRAWBERRY,2.0,2023-11-07 14:39:55,2.02,12659,4.04
536093,22384,LUNCH BAG PINK POLKADOT,2.0,2023-11-07 14:39:55,1.7,12659,3.4
536093,21931,JUMBO STORAGE BAG SUKI,6.0,2023-11-07 14:39:55,1.88,12659,11.28
536094,84406B,CREAM CUPID HEARTS COAT HANGER,3.0,2023-07-15 11:06:46,2.68,12396,8.04
536094,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6.0,2023-07-15 11:06:46,4.14,12396,24.84
536094,22310,IVORY KNITTED MUG COSY,1.0,2023-07-15 11:06:46,1.58,12396,1.58
536094,22383,LUNCH BAG SUKI DESIGN,3.0,2023-07-15 11:06:46,1.7,12396,5.1
536094,47566,PARTY BUNTING,4.0,2023-07-15 11:06:46,4.43,12396,17.72
536095,84029E,RED WOOLLY HOTTIE WHITE HEART.,4.0,2023-04-20 17:58:58,3.46,12389,13.84
536095,71053,WHITE METAL LANTERN,1.0,2023-04-20 17:58:58,3.51,12389,3.51
